21;01;14;18;51;00;0083951842;SE1-PM5;000;187;092;196;092;221;092;164;004;069;005;065;006;003;007;153;006;224;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;161;253;004;000;061;166;004;000;221;196;004;000;255;
21;01;14;18;50;00;0083951842;SE1-PM5;000;196;092;222;092;232;092;162;004;136;004;119;006;002;007;133;006;218;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;156;253;004;000;057;166;004;000;216;196;004;000;255;
21;01;14;18;49;00;0083951842;SE1-PM5;000;194;092;226;092;250;092;198;004;178;003;035;004;012;007;076;006;012;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;152;253;004;000;054;166;004;000;212;196;004;000;255;
21;01;14;18;48;00;0083951842;SE1-PM5;000;182;092;210;092;234;092;202;004;180;003;037;004;010;007;075;006;006;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;147;253;004;000;050;166;004;000;208;196;004;000;255;
21;01;14;18;47;00;0083951842;SE1-PM5;000;194;092;230;092;001;093;190;004;184;003;037;004;008;007;079;006;006;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;142;253;004;000;047;166;004;000;204;196;004;000;255;
21;01;14;18;46;00;0083951842;SE1-PM5;000;175;092;212;092;234;092;210;004;162;003;003;004;016;007;193;005;000;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;138;253;004;000;044;166;004;000;200;196;004;000;255;
21;01;14;18;45;00;0083951842;SE1-PM5;000;178;092;207;092;225;092;194;004;162;003;015;004;010;007;196;005;004;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;133;253;004;000;041;166;004;000;196;196;004;000;255;
21;01;14;18;44;00;0083951842;SE1-PM5;000;171;092;204;092;212;092;188;004;162;003;017;004;010;007;196;005;003;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;128;253;004;000;038;166;004;000;192;196;004;000;255;
21;01;14;18;43;00;0083951842;SE1-PM5;000;190;092;217;092;227;092;134;004;164;003;019;004;230;006;196;005;252;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;124;253;004;000;035;166;004;000;188;196;004;000;255;
21;01;14;18;42;00;0083951842;SE1-PM5;000;177;092;211;092;235;092;146;004;158;003;156;003;228;006;197;005;131;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;119;253;004;000;032;166;004;000;184;196;004;000;255;
21;01;14;18;41;00;0083951842;SE1-PM5;000;181;092;200;092;224;092;144;004;174;003;156;003;226;006;188;005;154;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;115;253;004;000;029;166;004;000;181;196;004;000;255;
21;01;14;18;40;00;0083951842;SE1-PM5;000;188;092;210;092;241;092;140;004;174;003;162;003;233;006;187;005;137;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;253;004;000;026;166;004;000;178;196;004;000;255;
21;01;14;18;39;00;0083951842;SE1-PM5;000;175;092;204;092;227;092;148;004;174;003;158;003;229;006;194;005;145;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;106;253;004;000;023;166;004;000;175;196;004;000;255;
21;01;14;18;38;00;0083951842;SE1-PM5;000;175;092;213;092;243;092;138;004;176;003;100;003;231;006;193;005;138;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;101;253;004;000;020;166;004;000;171;196;004;000;255;
21;01;14;18;37;00;0083951842;SE1-PM5;000;172;092;201;092;242;092;057;004;186;003;047;003;110;006;208;005;059;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;098;253;004;000;017;166;004;000;169;196;004;000;255;
21;01;14;18;36;00;0083951842;SE1-PM5;000;181;092;204;092;237;092;067;004;222;004;059;003;107;006;063;006;136;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;094;253;004;000;013;166;004;000;167;196;004;000;255;
21;01;14;18;35;00;0083951842;SE1-PM5;000;184;092;206;092;245;092;051;004;232;004;059;003;104;006;074;006;133;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;090;253;004;000;008;166;004;000;163;196;004;000;255;
21;01;14;18;34;00;0083951842;SE1-PM5;000;176;092;191;092;233;092;069;004;234;004;065;003;108;006;077;006;145;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;086;253;004;000;004;166;004;000;160;196;004;000;255;
21;01;14;18;33;00;0083951842;SE1-PM5;000;197;092;213;092;245;092;045;004;166;004;069;003;107;006;055;006;138;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;082;253;004;000;000;166;004;000;157;196;004;000;255;
21;01;14;18;32;00;0083951842;SE1-PM5;000;195;092;215;092;243;092;045;004;101;004;092;003;105;006;030;006;121;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;078;253;004;000;253;165;004;000;154;196;004;000;255;
21;01;14;18;31;00;0083951842;SE1-PM5;000;184;092;217;092;241;092;053;004;055;004;088;003;110;006;018;006;144;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;074;253;004;000;249;165;004;000;151;196;004;000;255;
21;01;14;18;30;00;0083951842;SE1-PM5;000;207;092;231;092;014;093;049;004;013;004;094;003;112;006;248;005;132;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;070;253;004;000;246;165;004;000;148;196;004;000;255;
21;01;14;18;29;00;0083951842;SE1-PM5;000;183;092;223;092;007;093;045;004;241;003;088;003;110;006;234;005;144;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;066;253;004;000;242;165;004;000;145;196;004;000;255;
21;01;14;18;28;00;0083951842;SE1-PM5;000;185;092;216;092;248;092;049;004;186;003;100;003;111;006;211;005;124;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;062;253;004;000;237;165;004;000;141;196;004;000;255;
21;01;14;18;26;00;0083951842;SE1-PM5;000;223;092;215;092;003;093;029;004;064;010;144;004;075;006;155;006;168;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;055;253;004;000;217;165;004;000;133;196;004;000;255;
21;01;14;18;25;00;0083951842;SE1-PM5;000;219;092;214;092;001;093;069;004;145;010;148;004;136;006;167;006;178;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;051;253;004;000;206;165;004;000;128;196;004;000;255;
21;01;14;18;24;00;0083951842;SE1-PM5;000;211;092;204;092;244;092;067;004;187;010;198;004;131;006;168;006;169;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;047;253;004;000;195;165;004;000;124;196;004;000;255;
21;01;14;18;23;00;0083951842;SE1-PM5;000;203;092;203;092;230;092;077;004;070;011;188;004;126;006;179;006;178;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;043;253;004;000;185;165;004;000;120;196;004;000;255;
21;01;14;18;22;00;0083951842;SE1-PM5;000;207;092;189;092;228;092;075;004;054;011;194;004;134;006;180;006;166;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;039;253;004;000;174;165;004;000;116;196;004;000;255;
21;01;14;18;21;00;0083951842;SE1-PM5;000;219;092;202;092;247;092;073;004;009;011;196;004;135;006;176;006;169;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;039;253;004;000;174;165;004;000;116;196;004;000;255;
21;01;14;18;20;00;0083951842;SE1-PM5;000;209;092;200;092;219;092;071;004;241;010;202;004;134;006;173;006;161;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;035;253;004;000;163;165;004;000;111;196;004;000;255;
21;01;14;18;19;00;0083951842;SE1-PM5;000;201;092;198;092;210;092;085;004;193;010;234;004;136;006;170;006;169;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;031;253;004;000;153;165;004;000;107;196;004;000;255;
21;01;14;18;18;00;0083951842;SE1-PM5;000;204;092;193;092;217;092;083;004;205;010;210;004;138;006;170;006;170;007;000;000;000;000;000;000;000;000;000;000;000;000;000;000;027;253;004;000;142;165;004;000;102;196;004;000;255;
21;01;14;18;17;00;0083951842;SE1-PM5;000;195;092;185;092;237;092;146;004;007;011;049;003;212;006;183;006;093;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;023;253;004;000;131;165;004;000;098;196;004;000;255;
21;01;14;18;16;00;0083951842;SE1-PM5;000;198;092;185;092;232;092;160;004;217;010;104;003;216;006;176;006;103;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;018;253;004;000;120;165;004;000;095;196;004;000;255;
