21;01;22;07;52;00;0083951842;SE1-PM5;000;104;092;127;092;115;092;090;020;192;025;250;025;247;006;165;006;235;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;206;065;007;000;173;163;006;000;096;243;006;000;255;
21;01;22;07;51;00;0083951842;SE1-PM5;000;120;092;125;092;163;092;114;020;131;025;044;019;245;006;188;006;223;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;185;065;007;000;147;163;006;000;077;243;006;000;255;
21;01;22;07;50;00;0083951842;SE1-PM5;000;133;092;129;092;159;092;090;020;160;025;098;019;239;006;188;006;222;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;165;065;007;000;122;163;006;000;057;243;006;000;255;
21;01;22;07;49;00;0083951842;SE1-PM5;000;117;092;114;092;149;092;088;020;095;025;246;018;240;006;188;006;223;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;145;065;007;000;096;163;006;000;036;243;006;000;255;
21;01;22;07;48;00;0083951842;SE1-PM5;000;095;092;105;092;117;092;064;020;067;025;151;026;248;006;178;006;236;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;124;065;007;000;071;163;006;000;012;243;006;000;255;
21;01;22;07;47;00;0083951842;SE1-PM5;000;114;092;111;092;138;092;183;018;041;025;094;020;249;006;183;006;223;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;105;065;007;000;046;163;006;000;245;242;006;000;255;
21;01;22;07;46;00;0083951842;SE1-PM5;000;088;092;117;092;130;092;232;018;111;018;193;020;003;007;150;006;216;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;087;065;007;000;027;163;006;000;225;242;006;000;255;
21;01;22;07;45;00;0083951842;SE1-PM5;000;101;092;148;092;140;092;233;019;187;017;160;023;239;006;148;006;234;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;067;065;007;000;009;163;006;000;204;242;006;000;255;
21;01;22;07;44;00;0083951842;SE1-PM5;000;103;092;137;092;143;092;020;020;202;017;110;020;240;006;153;006;215;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;047;065;007;000;248;162;006;000;184;242;006;000;255;
21;01;22;07;43;00;0083951842;SE1-PM5;000;110;092;149;092;155;092;227;019;119;017;163;020;244;006;152;006;219;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;027;065;007;000;231;162;006;000;163;242;006;000;255;
21;01;22;07;42;00;0083951842;SE1-PM5;000;104;092;145;092;137;092;227;019;153;017;165;020;243;006;152;006;219;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;007;065;007;000;214;162;006;000;143;242;006;000;255;
21;01;22;07;41;00;0083951842;SE1-PM5;000;092;092;140;092;136;092;235;019;222;015;237;020;244;006;150;006;217;006;000;000;000;000;000;000;000;000;000;000;000;000;000;000;243;064;007;000;198;162;006;000;122;242;006;000;255;
